Município,Menor 1 ano,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Idade ignorada,Total
430060 Alvorada,-,1,-,1,43,79,39,19,5,5,2,-,5,199
430064 Ametista do Sul,-,-,-,-,-,-,-,1,-,-,-,-,-,1
430070 Anta Gorda,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430080 Antônio Prado,-,-,-,-,-,-,1,1,-,-,-,-,-,2
430100 Arroio do Meio,-,-,-,-,-,2,-,1,1,-,-,-,-,4
430105 Arroio do Sal,-,-,-,-,-,-,-,1,1,-,1,-,-,3
430110 Arroio dos Ratos,-,-,-,-,-,1,-,1,-,-,-,-,-,2
430130 Arroio Grande,-,-,-,-,-,-,1,1,2,-,-,-,-,4
430140 Arvorezinha,-,-,-,-,-,1,1,-,-,-,-,-,-,2
430160 Bagé,-,-,-,-,3,7,4,5,1,1,-,1,-,22
430163 Balneário Pinhal,-,-,-,1,3,7,2,1,1,-,-,-,-,15
430175 Barão do Triunfo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430190 Barra do Ribeiro,-,-,-,-,-,-,2,-,-,2,-,-,-,4
430200 Barros Cassal,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430210 Bento Gonçalves,-,-,-,-,4,15,6,7,3,-,-,-,-,35
430220 Boa Vista do Buricá,-,-,-,-,-,-,-,-,1,-,-,-,-,1
430245 Boqueirão do Leão,-,-,-,-,-,-,1,2,-,-,-,-,-,3
430250 Bossoroca,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430270 Butiá,-,-,-,-,1,2,-,-,2,-,-,-,-,5
430280 Caçapava do Sul,-,-,-,-,1,1,-,-,1,-,-,-,-,3
430290 Cacequi,-,-,-,-,-,2,-,1,-,-,-,2,-,5
430300 Cachoeira do Sul,-,-,-,1,-,3,3,3,2,1,-,-,-,13
430310 Cachoeirinha,-,-,-,1,7,17,20,1,3,1,1,-,-,51
430350 Camaquã,-,-,-,-,1,2,1,1,1,-,-,-,-,6
430367 Campestre da Serra,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430370 Campina das Missões,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430390 Campo Bom,-,-,-,-,-,3,3,5,1,-,-,-,-,12
430400 Campo Novo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430410 Campos Borges,-,-,-,-,1,1,1,-,-,-,-,-,-,3
430420 Candelária,-,-,-,-,1,7,4,-,2,-,-,-,-,14
430440 Canela,-,-,-,-,-,1,3,-,2,-,-,-,-,6
430450 Canguçu,-,-,-,-,-,-,-,-,-,-,2,-,-,2
430460 Canoas,-,1,-,2,26,44,44,17,7,7,2,1,1,152
430463 Capão da Canoa,-,-,-,-,4,6,5,4,3,1,-,-,-,23
430465 Capão do Cipó,-,-,-,-,-,-,-,-,1,1,-,-,-,2
430466 Capão do Leão,-,-,-,-,1,2,1,-,1,-,-,-,-,5
430468 Capela de Santana,-,-,-,1,1,-,2,1,-,-,-,-,-,5
430467 Capivari do Sul,-,-,-,-,-,1,-,-,-,1,-,-,-,2
430470 Carazinho,-,-,-,-,3,7,5,2,1,-,1,-,-,19
430480 Carlos Barbosa,-,-,-,-,1,1,1,-,-,-,-,-,-,3
430485 Carlos Gomes,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430500 Catuípe,-,-,-,-,1,-,1,1,-,-,-,-,-,3
430510 Caxias do Sul,1,-,-,-,10,37,27,22,8,6,1,-,-,112
430520 Cerro Largo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430530 Chapada,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430535 Charqueadas,-,-,-,-,1,1,-,-,2,-,-,-,-,4
430543 Chuí,-,-,-,-,-,2,1,-,1,-,-,-,-,4
430545 Cidreira,-,-,-,-,2,1,2,-,-,-,1,-,-,6
430570 Condor,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430590 Coronel Bicaco,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430597 Coxilha,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430605 Cristal,-,-,-,-,-,-,-,-,-,-,1,-,-,1
430610 Cruz Alta,-,-,-,-,2,4,6,4,-,-,-,-,-,16
430620 Cruzeiro do Sul,-,-,-,-,-,-,1,-,1,-,-,-,-,2
430640 Dois Irmãos,-,-,-,-,1,1,1,-,1,-,-,-,-,4
430650 Dom Feliciano,-,-,-,-,-,2,-,-,-,-,-,-,-,2
430660 Dom Pedrito,-,-,-,-,1,3,2,-,2,-,-,-,-,8
430670 Dona Francisca,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430673 Doutor Maurício Cardoso,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430676 Eldorado do Sul,-,-,-,1,1,7,7,4,-,1,-,-,-,21
430680 Encantado,-,-,-,-,-,1,2,1,-,-,-,-,-,4
430690 Encruzilhada do Sul,-,-,-,-,1,1,1,-,1,-,-,-,-,4
430700 Erechim,-,-,1,-,4,6,5,5,-,1,-,1,-,23
430720 Erval Grande,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430730 Erval Seco,-,-,-,-,-,-,-,1,-,-,-,-,-,1
430750 Espumoso,-,-,-,-,-,-,-,1,-,-,-,-,-,1
430755 Estação,-,-,-,-,-,2,-,-,-,-,-,-,-,2
430760 Estância Velha,-,-,-,-,-,-,1,-,1,-,-,-,-,2
430770 Esteio,-,-,-,-,4,10,10,4,1,1,1,-,-,31
430780 Estrela,-,-,-,-,-,5,3,1,3,-,-,-,-,12
430790 Farroupilha,-,-,-,-,2,1,4,2,1,-,-,-,-,10
430800 Faxinal do Soturno,-,-,-,-,-,-,-,-,-,2,-,-,-,2
430807 Fazenda Vilanova,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430820 Flores da Cunha,-,-,-,-,-,-,2,1,-,-,-,-,-,3
430830 Fontoura Xavier,-,-,-,-,-,-,-,-,1,-,-,-,-,1
430845 Fortaleza dos Valos,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430850 Frederico Westphalen,-,-,-,-,1,1,1,3,1,1,-,-,-,8
430860 Garibaldi,-,-,-,-,-,5,1,-,1,-,-,-,-,7
430885 Gentil,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430890 Getúlio Vargas,-,-,-,-,1,1,1,-,-,-,-,-,-,3
430910 Gramado,-,-,-,-,-,1,1,-,1,-,3,-,-,6
430920 Gravataí,-,-,1,2,39,74,34,14,5,1,4,1,-,175
430930 Guaíba,-,-,-,-,13,20,14,4,-,1,-,-,1,53
430940 Guaporé,-,-,-,-,-,2,1,-,-,-,-,-,-,3
430965 Hulha Negra,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430975 Ibarama,-,-,-,-,-,1,1,-,-,-,-,-,-,2
430980 Ibiaçá,-,-,-,-,-,-,-,1,-,-,-,-,-,1
430990 Ibiraiaras,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431010 Igrejinha,-,-,-,-,-,2,1,-,-,-,-,-,-,3
431020 Ijuí,-,-,-,-,1,6,1,1,2,1,-,-,-,12
431033 Imbé,-,-,-,-,-,1,2,-,3,-,-,-,-,6
431043 Ipê,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431050 Iraí,-,-,-,-,-,2,1,1,-,-,-,-,-,4
431053 Itaara,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431055 Itacurubi,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431060 Itaqui,-,-,-,-,1,3,-,3,1,-,-,-,-,8
431065 Itati,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431070 Itatiba do Sul,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431100 Jaguarão,-,-,-,-,-,-,1,-,1,-,1,-,-,3
431115 Jóia,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431120 Júlio de Castilhos,-,-,-,-,-,1,-,-,1,-,-,-,-,2
431123 Lagoa Bonita do Sul,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431130 Lagoa Vermelha,-,-,-,-,1,3,-,1,-,-,-,-,-,5
431140 Lajeado,-,1,-,-,3,10,7,-,1,-,-,-,-,22
431142 Lajeado do Bugre,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431150 Lavras do Sul,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431170 Machadinho,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431177 Maquiné,-,-,-,-,-,1,-,-,-,-,1,-,-,2
431179 Maratá,-,-,-,-,-,-,-,-,-,-,1,-,-,1
431180 Marau,-,-,-,-,1,1,2,1,-,-,1,-,-,6
431220 Maximiliano de Almeida,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431225 Minas do Leão,-,-,-,-,-,-,-,-,-,2,-,-,-,2
431240 Montenegro,-,-,-,-,-,2,4,3,-,2,-,-,-,11
431242 Mormaço,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431245 Morro Redondo,-,-,-,-,1,-,1,-,-,-,-,-,-,2
431250 Mostardas,-,-,-,-,-,2,-,-,1,-,-,-,-,3
431261 Muitos Capões,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431270 Nonoai,-,-,-,-,-,-,1,1,-,-,-,-,-,2
431280 Nova Araçá,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431290 Nova Bassano,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431306 Nova Hartz,-,-,-,-,-,2,2,-,-,-,-,-,-,4
431320 Nova Petrópolis,-,-,-,-,-,1,1,1,-,1,-,-,-,4
431330 Nova Prata,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431337 Nova Santa Rita,-,-,-,1,1,4,1,1,1,-,-,-,-,9
431340 Novo Hamburgo,-,-,-,1,10,28,17,2,5,4,-,-,3,70
431350 Osório,-,-,-,-,3,5,4,2,1,-,-,-,-,15
431365 Palmares do Sul,-,-,-,-,3,1,5,-,-,-,-,-,-,9
431370 Palmeira das Missões,-,-,-,-,-,-,4,-,-,-,1,-,-,5
431380 Palmitinho,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431390 Panambi,-,-,-,-,-,1,-,1,-,-,-,-,-,2
431395 Pantano Grande,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431403 Pareci Novo,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431405 Parobé,-,-,-,-,-,6,4,-,2,-,-,-,-,12
431406 Passa Sete,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431410 Passo Fundo,-,-,-,-,5,22,11,9,3,8,2,-,-,60
431413 Paulo Bento,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431415 Paverama,-,-,-,-,-,-,2,-,-,-,-,-,-,2
431420 Pedro Osório,-,-,-,-,-,4,-,-,-,-,-,-,-,4
431440 Pelotas,-,-,1,1,16,39,35,8,9,6,-,1,2,118
431446 Pinhal da Serra,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431447 Pinhal Grande,-,-,-,-,-,-,-,1,1,-,-,-,-,2
431450 Pinheiro Machado,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431455 Pirapó,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431460 Piratini,-,-,-,-,1,-,-,-,1,-,-,-,-,2
431470 Planalto,-,-,-,-,-,1,2,-,-,-,-,-,-,3
431480 Portão,-,-,-,-,-,3,4,1,-,-,-,-,-,8
431490 Porto Alegre,-,2,2,3,132,268,175,98,30,16,5,2,10,743
431500 Porto Lucena,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431510 Porto Xavier,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431513 Pouso Novo,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431515 Progresso,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431517 Protásio Alves,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431520 Putinga,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431530 Quaraí,1,-,-,-,-,-,2,2,1,1,-,-,-,7
431540 Redentora,-,-,-,1,1,3,-,1,-,-,-,1,-,7
431560 Rio Grande,-,-,1,-,13,28,17,7,2,-,-,-,1,69
431570 Rio Pardo,-,-,-,-,1,4,2,1,2,-,-,-,-,10
431575 Riozinho,-,-,-,-,-,1,-,2,-,-,-,-,-,3
431580 Roca Sales,-,-,-,-,1,-,2,-,1,-,-,-,-,4
431600 Rolante,-,-,-,-,-,-,1,1,-,-,-,-,-,2
431610 Ronda Alta,-,-,-,-,-,-,-,-,1,1,-,-,-,2
431620 Rondinha,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431630 Roque Gonzales,-,-,-,-,-,-,-,-,1,-,-,-,-,1
431640 Rosário do Sul,-,-,-,-,-,2,2,-,2,-,1,-,-,7
431645 Salto do Jacuí,-,-,-,-,-,1,3,-,1,-,-,-,-,5
431660 Sananduva,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431710 Sant'Ana do Livramento,-,-,-,1,1,1,1,-,-,1,2,1,-,8
431675 Santa Clara do Sul,-,-,-,-,-,-,2,-,-,-,-,-,-,2
431680 Santa Cruz do Sul,-,-,-,1,4,8,9,7,4,1,-,-,-,34
431697 Santa Margarida do Sul,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431690 Santa Maria,-,1,-,1,7,26,19,6,11,1,2,-,-,74
431695 Santa Maria do Herval,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431720 Santa Rosa,-,-,-,-,2,3,-,-,2,1,-,-,-,8
431730 Santa Vitória do Palmar,-,-,-,-,1,3,-,2,-,-,-,-,-,6
431700 Santana da Boa Vista,-,-,-,-,1,-,1,-,-,-,-,-,-,2
431740 Santiago,-,-,-,-,-,-,-,1,-,-,-,1,-,2
431750 Santo Ângelo,-,-,-,-,-,2,4,3,-,1,-,-,-,10
431760 Santo Antônio da Patrulha,-,1,-,-,2,4,3,3,-,1,-,-,-,14
431775 Santo Antônio do Planalto,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431780 Santo Augusto,-,-,-,-,-,1,1,2,-,-,-,-,-,4
431795 Santo Expedito do Sul,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431800 São Borja,-,-,-,1,2,4,2,3,1,1,-,-,-,14
431810 São Francisco de Assis,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431820 São Francisco de Paula,-,-,-,-,-,2,-,-,1,-,-,-,-,3
431830 São Gabriel,-,-,-,-,-,1,1,2,2,1,-,-,-,7
431840 São Jerônimo,-,-,-,-,3,1,2,1,-,2,1,-,-,10
431845 São José das Missões,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431850 São José do Norte,-,-,-,-,5,9,3,4,1,-,-,-,-,22
431861 São José do Sul,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431862 São José dos Ausentes,-,-,-,-,-,2,-,1,-,-,-,-,-,3
431870 São Leopoldo,-,-,-,1,9,37,25,11,7,1,-,-,2,93
431890 São Luiz Gonzaga,-,-,-,-,-,1,3,3,1,-,-,-,-,8
431900 São Marcos,-,-,-,-,-,1,1,1,1,-,-,-,-,4
431910 São Martinho,-,-,-,-,-,1,1,-,-,-,-,-,-,2
431920 São Nicolau,-,-,-,-,-,-,-,2,-,-,-,-,-,2
431930 São Paulo das Missões,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431940 São Pedro do Sul,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431950 São Sebastião do Caí,-,-,-,-,-,2,2,1,-,-,-,-,-,5
431960 São Sepé,-,-,-,-,1,-,1,1,2,-,-,-,-,5
431970 São Valentim,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431973 São Valério do Sul,-,-,-,-,-,-,-,-,-,1,-,-,-,1
431990 Sapiranga,-,-,-,-,1,5,3,5,5,1,-,-,-,20
432000 Sapucaia do Sul,-,1,-,-,7,18,10,11,5,-,1,-,1,54
432010 Sarandi,-,-,-,-,-,1,5,1,-,-,-,-,-,7
432020 Seberi,-,-,-,-,-,-,2,-,-,1,-,-,-,3
432023 Sede Nova,-,-,-,-,-,-,-,-,-,1,-,1,-,2
432026 Segredo,-,-,-,-,-,1,2,-,-,-,-,-,-,3
432035 Sentinela do Sul,-,-,-,-,-,2,1,1,-,-,-,-,-,4
432050 Sertão,-,-,-,-,-,-,1,-,-,-,1,-,-,2
432055 Sertão Santana,-,-,-,-,-,-,-,1,-,-,-,-,-,1
432067 Sinimbu,-,-,-,-,-,-,1,-,1,-,-,-,-,2
432070 Sobradinho,-,-,-,-,-,-,1,-,-,-,-,-,-,1
432080 Soledade,-,-,-,-,-,2,2,-,-,-,-,-,-,4
432090 Tapejara,-,-,-,-,1,1,1,-,-,-,-,-,-,3
432100 Tapera,-,-,-,-,1,-,-,-,-,-,-,-,-,1
432110 Tapes,-,-,-,-,-,4,1,-,-,1,-,-,-,6
432120 Taquara,-,-,-,-,2,3,4,1,2,2,-,-,-,14
432130 Taquari,-,-,-,-,1,1,2,-,1,-,-,-,-,5
432140 Tenente Portela,-,-,-,-,1,1,2,1,-,-,-,-,-,5
432145 Teutônia,-,-,-,-,-,-,1,-,-,1,-,-,-,2
432147 Tiradentes do Sul,-,-,-,-,-,-,-,1,-,-,-,-,-,1
432150 Torres,-,-,-,1,-,4,4,2,-,-,-,-,-,11
432160 Tramandaí,1,-,-,-,9,11,11,7,3,2,-,-,-,44
432170 Três Coroas,-,-,-,-,-,-,-,-,1,-,-,-,-,1
432180 Três de Maio,-,-,-,-,-,-,-,-,1,-,-,-,-,1
432190 Três Passos,1,-,-,-,1,3,1,1,-,1,-,-,-,8
432200 Triunfo,-,-,-,-,2,2,2,-,-,-,1,-,-,7
432220 Tupanciretã,-,-,-,-,-,-,1,-,-,-,-,-,-,1
432230 Tuparendi,-,-,-,-,-,-,-,1,-,-,-,-,-,1
432240 Uruguaiana,-,-,-,-,1,8,3,-,2,-,-,1,-,15
432250 Vacaria,-,-,-,-,-,2,3,3,1,1,-,-,-,10
432260 Venâncio Aires,-,-,-,-,1,5,2,2,3,1,-,-,-,14
432270 Vera Cruz,-,-,-,-,-,1,3,-,-,-,-,-,-,4
432280 Veranópolis,-,-,-,-,-,-,1,1,-,1,-,-,-,3
432300 Viamão,-,-,-,-,31,52,29,12,2,2,1,-,3,132
432310 Vicente Dutra,-,-,-,-,-,-,-,-,1,-,-,-,-,1
432380 Xangri-lá,-,-,-,-,-,2,1,-,-,-,-,-,-,3
500060 Amambai,-,-,-,-,2,3,1,1,2,1,2,1,1,14
500070 Anastácio,-,-,-,-,-,1,1,-,2,-,1,-,-,5
500085 Angélica,-,-,-,-,-,1,1,-,1,-,-,-,-,3
500090 Antônio João,-,-,-,-,2,3,1,2,-,-,-,-,-,8
500100 Aparecida do Taboado,-,-,-,-,-,1,1,-,1,1,2,-,-,6
500110 Aquidauana,-,-,-,-,-,3,-,1,1,-,-,-,-,5
500124 Aral Moreira,-,-,-,-,-,1,-,1,1,1,-,-,1,5
500150 Bandeirantes,-,-,-,-,1,-,1,1,-,-,-,-,-,3
500190 Bataguassu,-,-,-,-,-,1,1,-,-,-,1,-,-,3
500200 Batayporã,-,-,-,-,-,-,-,1,-,-,-,-,-,1
500210 Bela Vista,-,-,-,-,-,2,3,1,-,-,-,-,-,6
500215 Bodoquena,-,-,-,-,-,1,-,-,-,-,-,-,-,1
500220 Bonito,-,-,-,-,-,-,2,-,-,-,-,-,-,2
500230 Brasilândia,-,-,-,-,-,-,1,-,1,-,-,-,-,2
500240 Caarapó,-,-,-,-,1,2,-,-,3,-,-,2,-,8
500260 Camapuã,-,-,-,-,-,2,-,-,1,1,-,-,-,4
500270 Campo Grande,1,-,-,-,16,47,31,21,13,7,5,1,-,142
500280 Caracol,-,-,-,-,-,-,1,-,1,-,1,-,-,3
500290 Cassilândia,-,-,-,-,-,1,1,1,-,1,-,-,-,4
500295 Chapadão do Sul,-,-,-,-,1,-,2,1,-,-,-,-,-,4
500310 Corguinho,-,-,-,-,-,-,1,-,-,-,-,-,-,1
500315 Coronel Sapucaia,-,-,-,-,1,2,-,1,1,1,-,-,-,6
500320 Corumbá,1,-,-,-,2,7,10,4,6,-,1,1,-,32
500325 Costa Rica,-,-,-,-,-,1,-,-,-,-,-,-,-,1
500330 Coxim,-,-,-,-,-,2,5,1,-,1,-,-,-,9
500345 Deodápolis,-,-,-,-,-,-,1,-,-,-,-,-,-,1
500348 Dois Irmãos do Buriti,-,-,-,-,-,-,-,1,-,-,-,-,-,1
500370 Dourados,-,-,-,1,14,32,14,18,5,5,5,-,-,94
500375 Eldorado,-,-,-,-,1,-,1,-,1,-,-,-,-,3
500380 Fátima do Sul,-,-,-,-,1,-,2,-,-,-,-,-,-,3
500410 Guia Lopes da Laguna,-,-,-,-,-,-,1,-,-,-,-,1,-,2
500430 Iguatemi,-,-,-,-,2,2,2,1,-,-,1,-,-,8
500440 Inocência,-,-,-,-,-,1,1,-,-,-,-,-,-,2
500450 Itaporã,-,-,-,-,1,1,-,-,-,1,-,-,-,3
500460 Itaquiraí,-,-,-,-,2,3,2,-,1,1,-,-,-,9
500470 Ivinhema,-,-,-,-,1,1,-,-,-,-,-,-,-,2
500480 Japorã,-,-,-,-,-,-,-,-,1,-,-,1,-,2
500500 Jardim,-,-,-,-,-,4,1,1,1,1,1,-,-,9
500510 Jateí,-,-,-,-,-,1,-,-,-,-,-,-,-,1
500515 Juti,-,-,-,-,1,2,-,-,-,-,-,-,-,3
500525 Laguna Carapã,-,-,-,-,1,-,-,-,-,-,-,-,-,1
500540 Maracaju,-,-,-,-,-,5,4,-,2,1,-,-,-,12
500560 Miranda,-,-,-,-,-,2,1,-,-,-,-,-,2,5
500568 Mundo Novo,-,-,-,-,-,2,1,-,1,-,-,-,-,4
500570 Naviraí,-,-,-,-,2,5,2,1,1,-,-,-,-,11
500580 Nioaque,-,-,-,-,-,-,-,3,1,-,-,-,-,4
500600 Nova Alvorada do Sul,-,-,-,-,-,-,-,-,2,-,-,-,-,2
500620 Nova Andradina,-,-,-,-,-,4,-,1,1,1,-,1,-,8
500627 Paraíso das Águas,-,-,-,-,-,1,-,1,-,-,1,-,-,3
500630 Paranaíba,-,-,-,-,1,5,4,-,-,1,1,-,-,12
500635 Paranhos,-,-,-,-,2,4,2,3,-,-,2,-,-,13
500640 Pedro Gomes,-,-,-,-,-,-,-,1,-,-,-,-,-,1
500660 Ponta Porã,-,-,-,-,3,15,9,11,2,2,-,-,1,43
500690 Porto Murtinho,-,-,-,-,-,-,1,1,-,-,-,-,-,2
500710 Ribas do Rio Pardo,-,-,-,-,-,2,-,-,1,-,1,-,-,4
500720 Rio Brilhante,-,-,-,-,2,2,7,-,1,1,-,-,-,13
500730 Rio Negro,-,-,-,-,-,-,-,3,1,-,-,-,-,4
500740 Rio Verde de Mato Grosso,-,-,-,-,-,-,2,-,3,1,-,-,-,6
500750 Rochedo,-,-,-,-,-,1,1,-,-,-,-,-,-,2
500755 Santa Rita do Pardo,-,-,-,-,1,1,-,-,-,-,-,-,-,2
500769 São Gabriel do Oeste,-,-,-,-,-,3,1,1,1,-,-,-,-,6
500770 Sete Quedas,-,-,-,-,-,1,-,-,1,-,-,-,-,2
500790 Sidrolândia,-,-,-,-,-,2,-,1,1,-,-,-,-,4
500795 Tacuru,-,-,-,-,-,1,-,-,1,-,-,-,-,2
500830 Três Lagoas,-,-,-,1,2,9,9,8,4,3,1,-,-,37
500840 Vicentina,-,-,-,-,-,1,-,-,-,-,-,-,-,1
510020 Água Boa,-,-,-,-,-,-,4,2,2,-,-,-,-,8
510025 Alta Floresta,-,-,-,-,4,14,5,-,2,3,-,-,-,28
510030 Alto Araguaia,-,-,-,-,4,5,-,1,-,-,-,-,-,10
510040 Alto Garças,-,-,-,-,-,4,2,2,-,-,-,-,-,8
510050 Alto Paraguai,-,-,-,-,-,-,1,-,2,-,-,-,-,3
510060 Alto Taquari,-,-,-,-,-,1,-,1,-,-,-,-,-,2
510080 Apiacás,-,-,-,-,-,-,2,1,-,-,1,-,-,4
510120 Araguainha,-,-,-,-,1,-,-,-,-,-,-,-,-,1
510125 Araputanga,-,-,-,-,1,3,2,1,-,-,-,-,-,7
510130 Arenápolis,-,-,-,-,-,2,1,-,-,1,1,-,-,5
510140 Aripuanã,-,-,-,-,1,1,2,2,3,-,-,-,-,9
510160 Barão de Melgaço,-,-,-,-,1,1,-,-,-,-,-,-,-,2
510170 Barra do Bugres,-,-,-,-,2,-,2,3,2,-,-,-,-,9
510180 Barra do Garças,-,-,-,-,4,1,6,2,-,1,-,-,2,16
510185 Bom Jesus do Araguaia,-,-,-,-,-,-,-,-,-,1,-,-,-,1
510190 Brasnorte,-,-,-,-,1,1,2,3,1,-,-,-,-,8
510250 Cáceres,-,-,-,-,-,10,9,6,2,1,1,-,-,29
510260 Campinápolis,-,-,-,-,-,-,2,-,1,-,-,-,-,3
510263 Campo Novo do Parecis,-,-,-,-,2,6,6,3,1,2,-,-,1,21
510267 Campo Verde,-,-,-,-,1,5,3,-,-,-,-,-,-,9
510268 Campos de Júlio,-,-,-,-,1,1,-,-,-,-,-,-,-,2
510269 Canabrava do Norte,-,-,-,-,-,-,1,1,-,-,-,-,-,2
510270 Canarana,-,-,-,1,-,3,3,2,-,1,-,-,1,11
510279 Carlinda,-,-,-,-,-,-,-,1,-,-,-,-,-,1
510285 Castanheira,-,-,-,-,-,-,1,2,2,1,-,-,-,6
510305 Cláudia,-,-,-,-,-,1,-,-,1,-,-,-,-,2
510310 Cocalinho,-,-,-,-,-,-,-,-,-,1,-,-,-,1
510320 Colíder,-,-,-,-,-,5,-,1,1,-,-,-,-,7
510325 Colniza,-,-,-,-,1,5,4,2,8,1,-,-,-,21
510330 Comodoro,-,-,-,-,1,1,1,-,2,1,-,-,-,6
510335 Confresa,-,-,-,-,-,3,6,2,1,1,-,-,-,13
510337 Cotriguaçu,-,-,-,-,-,-,1,-,-,-,-,-,-,1
510340 Cuiabá,-,1,-,-,18,54,49,32,13,5,4,-,-,176
510345 Denise,-,-,-,-,-,1,-,-,-,-,-,-,-,1
510350 Diamantino,-,-,-,-,1,7,2,1,1,-,-,-,-,12
510360 Dom Aquino,-,-,-,-,1,-,1,-,-,-,-,-,-,2
510370 Feliz Natal,-,-,-,-,-,1,1,2,-,-,-,-,-,4
510410 Guarantã do Norte,-,-,-,-,2,3,3,1,1,-,-,-,-,10
510420 Guiratinga,-,-,-,-,-,1,1,1,-,-,-,-,-,3
510450 Indiavaí,-,-,-,-,-,-,-,-,1,-,-,-,-,1
510452 Ipiranga do Norte,-,-,-,-,-,-,-,1,-,-,-,-,-,1
510454 Itanhangá,-,-,-,-,-,1,1,-,-,-,-,-,-,2
510455 Itaúba,-,-,-,-,-,1,2,-,-,1,-,-,1,5
510480 Jaciara,-,-,-,-,2,3,5,1,-,-,-,-,-,11
510490 Jangada,-,-,-,-,-,-,1,-,-,-,-,-,-,1
510510 Juara,-,-,-,-,-,5,1,4,1,-,-,-,-,11
510515 Juína,-,-,-,-,1,4,3,4,6,1,-,-,-,19
510517 Juruena,-,-,-,-,-,1,1,-,-,-,-,-,-,2
510520 Juscimeira,-,-,-,-,-,1,2,1,3,-,-,-,-,7
510523 Lambari D'Oeste,-,-,-,-,-,-,-,-,1,-,-,-,-,1
510525 Lucas do Rio Verde,-,-,-,-,2,11,1,5,4,1,-,-,1,25
510558 Marcelândia,-,-,-,-,-,1,-,-,-,-,-,-,-,1
510560 Matupá,-,-,-,-,-,1,1,-,-,-,-,-,-,2
510562 Mirassol d'Oeste,-,-,-,-,-,-,4,1,2,-,-,-,-,7
510590 Nobres,-,-,-,-,-,-,-,1,-,-,-,-,-,1
510610 Nossa Senhora do Livramento,-,-,-,-,-,1,-,-,3,1,-,-,-,5
